type,name,iso_region,municipality,i94port,coordinate1,coordinate2
small_airport,Williamson Farm Airport,US-AL,Loxley,AL97,-87.66940307617188,30.644699096679688
heliport,Dch Regional Medical Center Heliport,US-AL,Tuscaloosa,AL98,-87.52639770507812,33.20610046386719
heliport,Blast Off Heliport,US-AL,Bay Minette,AL99,-87.77279663085938,30.83970069885254
seaplane_base,Alitak Seaplane Base,US-AK,Lazy Bay,ALZ,-154.248001099,56.8995018005
small_airport,Av Ranch Airport,US-AZ,Klondyke,AN01,-110.31700134277344,32.81669998168945
small_airport,Girdwood Airport,US-AK,Girdwood,AQY,-149.126007,60.966099
small_airport,Baker Flying Service Airport,US-AR,Eudora,AR01,-91.2500991821289,33.10850143432617
heliport,Johnson County Regional Hospital Heliport,US-AR,Clarksville,AR02,-93.44490051269531,35.444801330566406
small_airport,Centerville Airstrip,US-AR,Centerville,AR03,-93.20159912109375,35.11869812011719
closed,Gunem Field,US-AR,Cave Springs,,-94.248299,36.261701
small_airport,John Harris Field,US-AR,Chickala,AR05,-93.30490112304688,35.21590042114258
small_airport,Cantrell Farms Airport,US-AR,Conway,AR06,-92.34329986572266,35.23249816894531
heliport,Ashley County Hospital Heliport,US-AR,Crossett,AR07,-91.93350219726562,33.14179992675781
small_airport,Flying Machines Airstrip,US-AR,Eureka Springs,AR08,-93.6666030883789,36.31529998779297
small_airport,Bella Vista Field,US-AR,Gravette,AR09,-94.43890380859375,36.41389846801758
small_airport,Greenwalt Company Airport,US-AR,Hazen,AR10,-91.6082992553711,34.80670166015625
small_airport,Ozark Aerodrome,US-AR,Rogers,AR11,-94.09030151,36.28889847
small_airport,Mc Donald's Strip,US-AR,Rose Bud,AR12,-92.018699646,35.320598602299995
small_airport,Pearson Field,US-AR,Bigelow,AR13,-92.63349914550781,34.98619842529297
small_airport,Burns Aerodrome,US-AR,Palestine,AR17,-90.91510009765625,34.9833984375
small_airport,Gerrard Airport,US-AR,Marianna,AR18,-90.84040069580078,34.77149963378906
small_airport,Wesson-Davis Field,US-AR,Paris,AR19,-93.7520980834961,35.21289825439453
heliport,Lawrence Memorial Heliport,US-AR,Walnut Ridge,AR20,-90.96849822998047,36.073699951171875
heliport,St Edward Mercy Medical Center Heliport,US-AR,Fort Smith,AR21,-94.3501968383789,35.35559844970703
small_airport,Tommy's Flying Service Inc Airport,US-AR,Sherrill,AR22,-91.95850372310001,34.381500244099996
small_airport,Cedar Creek Ranch Airport,US-AR,Belleville,25AR,-93.47679,35.125018
heliport,White River Medical Center Heliport,US-AR,Batesville,AR24,-91.63459777832031,35.76810073852539
small_airport,Vilonia Airport,US-AR,Vilonia,AR25,-92.18930053710938,35.11869812011719
small_airport,Lollars Creek Farm Airport,US-AR,Wesley,AR27,-93.845703125,35.93899917602539
closed,Odom Field,US-AR,Cabot,,-92.024597,34.939301
heliport,Uams Heliport,US-AR,Little Rock,AR29,-92.320135,34.75002
heliport,Baptist Memorial Hospital-Blytheville Heliport,US-AR,Blytheville,,-89.916378,35.943536
heliport,C. Andrew Laird Heliport,US-AZ,Sun City,AR31,-112.27300262451172,33.61389923095703
heliport,Dardanelle Hospital Heliport,US-AR,Dardanelle,AR32,-93.15270233154297,35.22090148925781
heliport,Honey Hill Heliport,US-AR,Searcy,AR33,-91.78739929199219,35.2333984375
small_airport,Pine Village Airport,US-AR,Mayflower,AR34,-92.44519805908203,34.981998443603516
small_airport,Henson Farm Airport,US-AR,Fayetteville,AR35,-94.1052017211914,36.086700439453125
heliport,Medi-Port Heliport,US-AR,Rogers,AR36,-94.13349914550781,36.33340072631836
heliport,St Michael Hospital Heliport,US-AR,Texarkana,AR37,-94.04209899902344,33.42729949951172
heliport,Arkansas National Guard Emergency Access Heliport,US-AR,Dardanelle,AR38,-93.17990112304688,35.21950149536133
heliport,Sparks Regional Medical Center Heliport,US-AR,Fort Smith,AR40,-94.42019653320312,35.37699890136719
heliport,Carroll General Hospital Heliport,US-AR,Berryville,AR41,-93.5521011352539,36.35900115966797
heliport,Ouachita County Medical Center Heliport,US-AR,Camden,AR42,-92.83540344240001,33.576499939
small_airport,Brickey Private Airport,US-AR,Morrilton,AR43,-92.78350067138672,35.100101470947266
small_airport,Flying W Airport,US-AR,Texarkana,AR44,-94.01349639892578,33.51259994506836
heliport,St Vincent Infirmary Heliport,US-AR,Little Rock,AR45,-92.3406982421875,34.7505989074707
small_airport,Penrose Airport,US-AR,Mc Crory,AR46,-91.050131,35.18895
heliport,Warner Brown Hospital Heliport,US-AR,El Dorado,AR47,-92.66790008544922,33.2135009765625
heliport,Union Medical Center Heliport,US-AR,El Dorado,AR48,-92.66790008544922,33.214599609375
heliport,Veterans Administration Heliport,US-AR,Fayetteville,AR49,-94.15910339355469,36.079200744628906
small_airport,Hess Strip,US-AR,Wynne,AR50,-90.9834976196289,35.26679992675781
heliport,Smith Heliport,US-AR,Berryville,AR51,-93.57820129394531,36.2239990234375
closed,Hazen Heliport,US-AR,Hazen,,-91.581852,34.780645
heliport,Five Rivers Medical Center Heliport,US-AR,Pocahontas,AR53,-90.996319,36.289249
small_airport,Ralph Fulmer Field,US-AR,Cabot,AR54,-91.91510009765625,34.918701171875
small_airport,R.V. Stewart Field,US-AR,North Little Rock,AR55,-92.09010314941406,34.73979949951172
small_airport,Amos Airport,US-AR,Oil Trough,AR56,-91.436249,35.61022
heliport,De Witt Hospital Heliport,US-AR,De Witt,AR59,-91.338628,34.278808
heliport,NEA Baptist Hospital Heliport,US-AR,Jonesboro,AR60,-90.666472,35.807603
heliport,Chicot Memorial Hospital Heliport,US-AR,Lake Village,AR61,-91.28919982910156,33.305301666259766
heliport,Arkansas Children's Hospital Heliport,US-AR,Little Rock,AR62,-92.293701171875,34.742698669433594
heliport,Mc Gehee Desha County Hospital Heliport,US-AR,Mc Gehee,AR63,-91.3923034668,33.6184005737
small_airport,White River Airport,US-AR,Melbourne,AR64,-92.00509643554688,35.921199798583984
heliport,St Anthony's Medical Center Heliport,US-AR,Morrilton,AR65,-92.7220993042,35.167598724399994
heliport,Pike County Hospital Heliport,US-AR,Murfreesboro,AR66,-93.68409729003906,34.049800872802734
heliport,SMC Regional Medical Center Heliport,US-AR,Osceola,AR67,-89.975601,35.700401
heliport,Fulton County Hospital Heliport,US-AR,Salem,AR68,-91.8102035522461,36.38309860229492
heliport,Siloam Springs Memorial Hospital Heliport,US-AR,Siloam Springs,AR69,-94.54109954833984,36.18149948120117
heliport,Bradley County Memorial Hospital Heliport,US-AR,Warren,AR70,-92.0593032836914,33.61040115356445
heliport,Hospital Heliport,US-AR,Clarksville,AR71,-93.41909790039062,35.46760177612305
heliport,Forrest City Medical Center Heliport,US-AR,Forrest City,AR72,-90.776972,35.039778
heliport,Piggott Community Hospital Heliport,US-AR,Piggott,AR73,-90.2020034790039,36.389801025390625
heliport,Cross Ridge County Hospital Heliport,US-AR,Wynne,AR74,-90.785992,35.220118
heliport,Burns Funeral Home Parking Lot Heliport,US-AR,Yellville,AR75,-92.68820190429688,36.232601165771484
heliport,Augusta Heliport,US-AR,Augusta,AR76,-91.3584976196289,35.288700103759766
heliport,Helena Hospital Heliport,US-AR,Helena,AR77,-90.6261978149414,34.50979995727539
heliport,Unity Health White County Medical Center Heliport,US-AR,Searcy,AR78,-91.729728,35.233443
small_airport,Flying G Ranch Airport,US-AR,Tillar,AR79,-91.37960052490234,33.693199157714844
heliport,North Arkansas Medical Center Heliport,US-AR,Harrison,AR80,-93.10929870605469,36.23649978637695
small_airport,Katheryn's Landing Airport,US-AR,Leola,AR81,-92.60379791259766,34.16230010986328
small_airport,Gillespie Strip,US-AR,Leola,AR82,-92.69599914550781,34.171199798583984
small_airport,Heard Airport,US-AR,Leola,AR83,-92.70099639892578,34.17620086669922
small_airport,Bobwhite Hill Ranch Airport,US-AR,Mayflower,AR84,-92.29930114746094,34.96649932861328
heliport,Drew Memorial Hospital Heliport,US-AR,Monticello,AR85,-91.82599639892578,33.62009811401367
heliport,Ano Heliport,US-AR,Russellville,AR86,-93.22429656982422,35.308101654052734
heliport,Sparks Medical Center Van Buren Heliport,US-AR,Van Buren,AR87,-94.339947,35.434625
small_airport,Poe's Airport,US-AR,Conway,AR88,-92.35399627685547,35.0547981262207
small_airport,Landers Loop Airport,US-AR,Dover,AR89,-93.06600189208984,35.40010070800781
heliport,Stephens Heliport,US-AR,Little Rock,AR90,-92.50879669189453,34.73649978637695
small_airport,Circle S Farms Airport,US-AR,Lowell,AR91,-94.03209686279297,36.22589874267578
heliport,Unity Health Harris Medical Center Heliport,US-AR,Newport,AR92,-91.264466,35.609774
small_airport,Ark-Mo Airport,US-AR,Pollard,AR93,-90.28040313720703,36.485599517822266
small_airport,Squirrel Run Airport,US-AR,Dyer,AR94,-94.13829803466797,35.48540115356445
heliport,Arkansas Methodist Hospital Heliport,US-AR,Paragould,AR95,-90.49819946289062,36.050899505615234
small_airport,Chael Airport,US-AR,Wooster,AR97,-92.49649810791016,35.22010040283203
small_airport,Johnson Field,US-AR,Mc Crory,AR98,-91.18900299072266,35.26449966430664
closed,Asbury Park Neptune Air Terminal,US-NJ,Asbury Park,,-74.0908333333,40.2193055556
closed,Public Safety Heliport,US-AZ,Glendale,,-112.18158,33.537128
closed,Austin Robert Mueller Municipal,US-TX,,,-97.6997852325,30.2987223546
closed,Zahn's Airport,US-NY,Amityville,,-73.4,40.71
small_airport,Morton Field Ultralight Flightpark,US-AZ,Dateland,AZ00,-113.507004,32.805801
small_airport,Outback Ranch Airstrip,US-AZ,Wenden,AZ01,-113.570274353,33.8477783203
heliport,Gateway East KNXV TV Heliport,US-AZ,Phoenix,AZ02,-111.983735,33.454172
small_airport,Cliff Dwellers Lodge Airport,US-AZ,Marble Canyon,AZ03,-111.75299835205078,36.73440170288086
closed,Hillair Dirt Strip,US-AZ,Aguila,,-113.190001,33.919201
small_airport,Lakeside Airpark,US-AZ,Gila Bend,AZ05,-112.662003,33.112499
closed,Dateland Airfield,US-AZ,Dateland,,-113.527,32.8172
heliport,Phoenix Area Heliport,US-AZ,Phoenix,AZ07,-112.14900207519531,33.44279861450195
heliport,Banner Boswell Memorial Hospital Heliport,US-AZ,Sun City,AZ08,-112.282536,33.603867
closed,Sergio Private Airport,US-AZ,Lake Havasu City,,-114.112999,34.799999
heliport,Jsj Heliport,US-AZ,Mesa,AZ10,-111.84700012207031,33.44729995727539
closed,KPNX-TV Studios Heliport,US-AZ,Phoenix,,-112.075996,33.461201
heliport,183 Mile Heliport,US-AZ,Peach Springs,AZ12,-113.21299743652344,36.108299255371094
small_airport,Schu Ranch Airport,US-AZ,Maricopa,AZ13,-112.28099822998047,33.016998291015625
small_airport,Ammon Airport,US-AZ,Willcox,AZ14,-109.9570007,32.02470016
heliport,Lava Falls Heliport,US-AZ,Supai Village,AZ15,-113.092002869,36.191600799599996
heliport,Northern Cochise Community Hospital Heliport,US-AZ,Willcox,AZ16,-109.83399963378906,32.272300720214844
small_airport,Circle H Ranch Airport,US-AZ,Douglas,AZ17,-109.39099884033203,31.502199172973633
heliport,Madison Aviation Heliport,US-AZ,Tusayan,AZ18,-112.13099670410156,35.974998474121094
small_airport,C & L Ranch Ultralightport,US-AZ,Sonoita,AZ19,-110.6259994506836,31.73780059814453
heliport,Westcor Home Office Heliport,US-AZ,Phoenix,AZ20,-111.97799682617188,33.592498779296875
small_airport,Four Pillars Airport,US-AZ,Huachuca City/Tombstone,AZ21,-110.24800109863281,31.745800018310547
heliport,Marcus J Lawrence Medical Center Heliport,US-AZ,Cottonwood,AZ22,-112.02999877929688,34.7333984375
heliport,Flagstaff Mall Heliport,US-AZ,Flagstaff,AZ23,-111.58300018310547,35.22359848022461
heliport,Phoenix Baptist Hospital Heliport,US-AZ,Phoenix,AZ24,-112.10199737548828,33.52479934692383
closed,Goldfield Ranch Airport,US-AZ,Fountain Hills,,-111.605003,33.599998
small_airport,Evelyn Field,US-AZ,Palominas,AZ26,-110.125,31.369199752807617
small_airport,Big Springs Ranch Airport,US-AZ,Prescott,AZ27,-112.53399658203125,34.90999984741211
small_airport,Thunder Ridge Airpark,US-AZ,Morristown,AZ28,-112.572998046875,33.82149887084961
heliport,Westridge Mall Heliport,US-AZ,Phoenix,AZ29,-112.2239990234375,33.47560119628906
heliport,United Bank Plaza Heliport,US-AZ,Phoenix,AZ30,-112.07499694824219,33.48529815673828
small_airport,Serene Field,US-AZ,Maricopa,AZ31,-112.27200317382812,32.996700286865234
small_airport,Roesner Ranch Airport,US-AZ,Morristown,AZ32,-112.58799743652344,33.84749984741211
heliport,Knoell-Main Office Heliport,US-AZ,Phoenix,AZ33,-112.02999877929688,33.425899505615234
small_airport,Massey Farm Airport,US-AZ,Yucca,AZ34,-114.097739,34.691428
heliport,Grand Canyon West-2 Heliport,US-AZ,Peach Springs,AZ35,-113.85800170898438,36.04800033569336
heliport,Grand Canyon West-1 Heliport,US-AZ,Peach Springs,AZ36,-113.8280029296875,36.026100158691406
heliport,Tucson Medical Center Heliport,US-AZ,Tucson,AZ37,-110.87899780273438,32.25170135498047
heliport,Rittenhouse Army Heliport,US-AZ,Queen Creek,AZ38,-111.51799774169922,33.251399993896484
heliport,Turf Heliport,US-AZ,Mesa,AZ39,-111.72899627685547,33.463199615478516
small_airport,Sheepy Hollow Ranch Airfield,US-AZ,Salome,AZ40,-113.642417908,33.787418365499995
heliport,Abacus Tower Heliport,US-AZ,Phoenix,AZ41,-112.06999969482422,33.4833984375
heliport,Asi Heliport,US-AZ,Phoenix,AZ42,-111.99199676513672,33.4474983215332
small_airport,Hidden Valley Airport,US-AZ,Maricopa,AZ43,-112.16400146484375,33.063899993896484
heliport,Mount Graham Regional Medical Center Heliport,US-AZ,Safford,AZ44,-109.736014,32.821694
small_airport,China Peak Observatory Airport,US-AZ,Klondyke,AZ45,-110.2959976196289,32.72919845581055
small_airport,H&H Ranch Airstrip,US-AZ,Chino Valley,AZ46,-112.54900360107422,34.76639938354492
heliport,Lapaz Regional Hospital Heliport,US-AZ,Parker,AZ47,-114.2860031,34.13669968
heliport,Banner University Medical Center Helipad,US-AZ,Phoenix,AZ48,-112.057782,33.464972
closed,Walter Ranch Airport,US-AZ,Stanfield,,-112.253998,32.895599
small_airport,Triangle Airpark,US-AZ,White Hills,AZ50,-114.48100280761719,35.714698791503906
heliport,Bartlett Dam Heliport,US-AZ,Carefree,AZ51,-111.63300323486328,33.81869888305664
heliport,Horseshoe Dam Heliport,US-AZ,Carefree,AZ52,-111.71700286865234,33.981998443603516
heliport,Horse Mesa Dam Nr 2 Heliport,US-AZ,Goldfield,AZ53,-111.34400177001953,33.590599060058594
heliport,Stewart Mountain Dam Heliport,US-AZ,Goldfield,AZ54,-111.54900360107422,33.55229949951172
heliport,Horse Mesa Nr 1 Heliport,US-AZ,Goldfield,AZ55,-111.35700225830078,33.58250045776367
heliport,Mormon Flat Dam Heliport,US-AZ,Goldfield,AZ56,-111.44499969482422,33.55339813232422
small_airport,Pilots Rest Airport,US-AZ,Paulden,AZ57,-112.51200103759766,34.93080139160156
heliport,Roosevelt Dam Heliport,US-AZ,Roosevelt,AZ58,-111.16200256347656,33.6708984375
heliport,Cross Cut Heliport,US-AZ,Tempe,AZ59,-111.94999694824219,33.44169998168945
closed,Coyner Airstrip,US-AZ,Litchfield Park,,-112.474566,33.505001
small_airport,G.M. Ranch Airport,US-AZ,Stanfield,AZ61,-112.23799896240234,32.90169906616211
heliport,Inn Place Hotel Heliport,US-AZ,Phoenix,AZ62,-112.121003,33.577801
small_airport,Twin Hawks Airpark,US-AZ,Redrock,AZ63,-111.19599914550781,32.527801513671875
small_airport,Rio Vista Hills Airport,US-AZ,Wickenburg,AZ64,-112.68699645996094,33.952301025390625
heliport,Palo Verde Nuclear Generating Station Heliport,US-AZ,Wintersburg,AZ65,-112.86100006103516,33.389198303222656
closed,Mesa Hospital Medical Center Heliport,US-AZ,Mesa,,-111.82,33.4245
small_airport,El Tiro Gliderport,US-AZ,Tucson,AZ67,-111.38999938964844,32.426998138427734
heliport,Black Canyon City Medical Center Heliport,US-AZ,Black Canyon City,AZ68,-112.14600372314453,34.063899993896484
closed,Honeywell Inc. Heliport,US-AZ,Glendale,,-112.176003,33.638401
heliport,Versatile Heliport,US-AZ,Prescott Valley,AZ70,-112.30899810791016,34.627201080322266
closed,Cooper Ranch Airport,US-AZ,Yarnell,,-112.536003,34.215302
heliport,Police & Public Safety Building Heliport,US-AZ,Phoenix,AZ72,-112.08200073242188,33.448699951171875
heliport,Tempe St. Luke's Hospital Heliport,US-AZ,Tempe,AZ73,-111.940952,33.413112
small_airport,Lone Mountain International Airport,US-AZ,Patagonia,AZ74,-110.3740005493164,31.355100631713867
heliport,Navapache Regional Medical Center Heliport,US-AZ,Show Low,AZ75,-110.01799774169922,34.203399658203125
heliport,Chandler Regional Hospital Heliport,US-AZ,Chandler,AZ76,-111.87300109863281,33.298099517822266
closed,Sunrise Ranch Airport,US-AZ,Williams,,-111.935997,35.2383
small_airport,Mel's Ranch Airport,US-AZ,Maricopa,AZ78,-112.28199768066406,33.01110076904297
small_airport,Airscrew Performance Flightpark Ultralightport,US-AZ,Glendale,AZ79,-112.21700286865234,33.529998779296875
heliport,Havasu Samaritan Regional Hospital Heliport,US-AZ,Lake Havasu City,AZ80,-114.33899688720703,34.48109817504883
heliport,Boeing Heliport,US-AZ,Mesa,AZ81,-111.72699737548828,33.47309875488281
small_airport,Mogollon Airpark,US-AZ,Overgaard,AZ82,-110.52999877929688,34.397300720214844
heliport,Phoenix Memorial Hospital Heliport,US-AZ,Phoenix,AZ83,-112.08000183105469,33.4359016418457
heliport,Pima County Sheriff's Heliport,US-AZ,Tucson,AZ84,-110.9469985961914,32.172000885009766
small_airport,Tonopah Airport,US-AZ,Tonopah,AZ85,-112.95999908447266,33.53390121459961
small_airport,A C Goodwin Memorial Field Gliderport,US-AZ,Coyote Springs,AZ86,-112.292,34.6842
heliport,Jeppesen Ranch Heliport,US-AZ,Chandler,AZ87,-111.85299682617188,33.22760009765625
heliport,Granite Reef Heliport,US-AZ,Phoenix,AZ88,-112.06999969482422,33.70309829711914
heliport,Sierra Vista Community Hospital Heliport,US-AZ,Sierra Vista,AZ89,-110.2699966430664,31.55139923095703
small_airport,Hangar Haciendas Airport,US-AZ,Laveen,AZ90,-112.12699890136719,33.35340118408203
heliport,The Boulders Heliport,US-AZ,Carefree,AZ91,-111.91799926757812,33.802799224853516
heliport,Valley Lutheran Hospital Heliport,US-AZ,Mesa,AZ92,-111.68699645996094,33.411399841308594
heliport,Toyota Arizona Proving Ground Heliport,US-AZ,Wickenburg,AZ93,-112.76799774169922,33.743099212646484
heliport,Biltmore Golf Course Heliport,US-AZ,Phoenix,AZ94,-112.0199966430664,33.521400451660156
heliport,Abrazo Scottsdale Hospital Emergency Department Heliport,US-AZ,Phoenix,AZ95,-111.996522,33.639277
heliport,Honor Health Scottsdale Osborn Medical Center Heliport,US-AZ,Scottsdale,AZ96,-111.885184,33.581362
small_airport,X Bar 1 Ranch (Lower) Airport,US-AZ,Kingman,AZ97,-113.68900299072266,35.34830093383789
heliport,John C. Lincoln Helistop,US-AZ,Phoenix,AZ98,-112.07115936279297,33.56950378417969
heliport,Phoenix Children's Hospital Heliport,US-AZ,Phoenix,AZ99,-112.04199981689453,33.47919845581055
small_airport,Arrowhead Assault Strip,US-AR,Fort Chaffee,KAZU,-94.225197,35.275101
small_airport,Granville Airport,US-NY,Granville,B01,-73.26919555664062,43.42375183105469
small_airport,Garnseys Airport,US-NY,Schuylerville,B04,-73.58290100097656,43.07509994506836
small_airport,Basin Harbor Airport,US-VT,Vergennes,B06,-73.34960174560547,44.195899963378906
small_airport,Bowman Field,US-ME,Livermore Falls,B10,-70.14610290527344,44.40999984741211
seaplane_base,Alton Bay Seaplane Base,US-NH,Alton Bay,B18,-71.23699951171875,43.47760009765625
small_airport,Harrold Airport,US-IN,Butler,IN16,-84.906097,41.4762
